Title	Author	Price	Nook	Audio	Hardcover	Subject	Publisher	Published date	Pages	Number of reviews	Rating
"Unbroken: A World War II Story of Survival, Resilience, and Redemption"	Laura Hillenbrand	9.87	TRUE	TRUE	TRUE	"[u'Japanese History', u'United States History - 20th Century - Wars & Conflict', u'Military Biography', u'General & Miscellaneous Military History', u'United States Armed Forces', u'World War II', u'Aviation - Military']"	Random House Publishing Group	7/29/14	528	4702	4.5
Endgame: The Calling (Endgame Series #1)	James Frey	12.94	TRUE	TRUE	TRUE	[u'Teen Fiction']	HarperCollins Publishers	10/7/14	480	6	4.5
Letters to a Young Poet	Rainer Maria Rilke	11.82	TRUE	TRUE	FALSE	"[u'Letters', u'General & Miscellaneous Biography', u'Writing']"	Penguin Group (USA)	3/25/14	112	36	4.5
Song of Solomon	Toni Morrison	9.06	TRUE	TRUE	TRUE	"[u'American Fiction', u'World Literature', u'Fiction Subjects', u'Peoples & Cultures - Fiction']"	Knopf Doubleday Publishing Group	6/8/04	352	113	4
Is Everyone Hanging Out Without Me? (And Other Concerns)	Mindy Kaling	11.31	TRUE	TRUE	TRUE	"[u'Humor', u""Women's Biography"", u'United States Studies', u'Asians & Asian Americans - Biography', u'Ethnic & Minority Studies - United States', u""Women's Biography"", u'Asian American Studies']"	Crown Publishing Group	9/18/12	240	639	4.5
The Alchemist (25th Anniversary Edition)	Paulo Coelho	18.98	TRUE	TRUE	TRUE	"[u'World Literature', u'Fiction Subjects']"	HarperCollins Publishers	9/9/14	208	1712	4
Love in the Time of Cholera	Gabriel Garca Mrquez	9.06	TRUE	TRUE	TRUE	"[u'World Literature', u'Fiction Subjects']"	Knopf Doubleday Publishing Group	10/5/07	368	234	4
Endgame: The Calling (Endgame Series #1)	James Frey	12.94	TRUE	TRUE	TRUE	[u'Teen Fiction']	HarperCollins Publishers	10/7/14	480	6	4.5
The Radioactive Boy Scout: The Frightening True Story of a Whiz Kid and His Homemade Nuclear Reactor	Ken Silverstein	14.02	TRUE	TRUE	FALSE	"[u'Scientists - Biography', u'Energy & Power Resources', u'General & Miscellaneous Biography', u'Physics', u'Scientists - Biography', u'Physics', u'Energy & Power Resources', u'Scientists, Inventors, & Naturalists']"	Random House Publishing Group	1/11/05	240	26	4
The Giver	Lois Lowry	8.99	TRUE	TRUE	TRUE	[u'Teen Fiction']	Houghton Mifflin Harcourt	7/1/14	240	4332	4.5
Paris Match (Stone Barrington Series #31)	Stuart Woods	20.35	TRUE	TRUE	TRUE	[u'Mystery & Crime']	Penguin Group (USA)	10/7/14	320	38	4
"Not That Kind of Girl: A Young Woman Tells You What She's ""Learned"""	Lena Dunham	17.22	TRUE	TRUE	TRUE	"[u'Humor', u'Entertainment Biography', u""Women's Biography"", u""Women's Biography"", u'Television Biography']"	Random House Publishing Group	9/30/14	288	48	3.5
"Unbroken: A World War II Story of Survival, Resilience, and Redemption"	Laura Hillenbrand	9.87	TRUE	TRUE	TRUE	"[u'Japanese History', u'United States History - 20th Century - Wars & Conflict', u'Military Biography', u'General & Miscellaneous Military History', u'United States Armed Forces', u'World War II', u'Aviation - Military']"	Random House Publishing Group	7/29/14	528	4702	4.5
"Not That Kind of Girl: A Young Woman Tells You What She's ""Learned"""	Lena Dunham	17.22	TRUE	TRUE	TRUE	"[u'Humor', u'Entertainment Biography', u""Women's Biography"", u""Women's Biography"", u'Television Biography']"	Random House Publishing Group	9/30/14	288	48	3.5
El cielo es real: La asombrosa historia de un nino pequeno de su viaje al cielo de ida y vuelta (Heaven Is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back)	Todd Burpo	8.78	TRUE	FALSE	FALSE	"[u'General & Miscellaneous Religion', u'General Christianity', u'Parapsychology', u'Christian Biography']"	Grupo Nelson	2/1/11	208	41	4
The Maze Runner (Maze Runner Series #1)	James Dashner	9.09	TRUE	TRUE	TRUE	[u'Teen Fiction']	Random House Children's Books	8/5/14	400	3915	4.5
What I Know For Sure	Oprah Winfrey	19.08	TRUE	TRUE	TRUE	"[u'Entertainment Biography', u""Women's Biography"", u""Women's Biography"", u'Television', u'Inspiration', u'Television Biography']"	Flatiron Books	9/2/14	240	14	4.5
The Frackers: The Outrageous Inside Story of the New Billionaire Wildcatters	Gregory Zuckerman	14.51	TRUE	TRUE	TRUE	"[u'Energy & Utilities Industries', u'Business Biography', u'Industries - General & Miscellaneous']"	Portfolio Trade	10/28/14	432	6	4.5
"Inside Marine One: Four U.S. Presidents, One Proud Marine, and the World's Most Amazing Helicopter"	Ray L'Heureux	18.13	TRUE	TRUE	FALSE	"[u'General & Miscellaneous Biography', u'United States Armed Forces', u'Aviation', u'Aviation - Military']"	St. Martin's Press	5/27/14	224	3	4
Leaving Time	Jodi Picoult	17.13	TRUE	TRUE	TRUE	[u'Fiction Subjects']	Random House Publishing Group	10/14/14	416	37	3.5
Death of a King: The Real Story of Dr. Martin Luther King Jr.'s Final Year	Tavis Smiley	22.95	TRUE	TRUE	TRUE	"[u'African Americans - General & Miscellaneous', u'United States History - African American History', u'African American History', u'African American Biography & Memoir', u'Labor Leaders, Activists, & Social Reformers', u'Civil & Human Rights', u'United States History - 20th Century - 1945 to 2000', u'U.S. - Political Biography', u'True Crime', u'General & Miscellaneous World History', u'African American Biography']"	"Little, Brown and Company"	9/9/14	288	4	4.5
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!	JJ Smith	10.12	TRUE	FALSE	FALSE	"[u'Health', u'Diet & Nutrition', u'Wine & Beverages']"	Atria Books	7/15/14	192	27	4.5
"Act Like a Success, Think Like a Success: Discovering Your Gift and the Way to Life's Riches"	Steve Harvey	15.97	TRUE	TRUE	TRUE	[u'Personal Growth']	HarperCollins Publishers	9/9/14	240	17	4
I Know Why the Caged Bird Sings	Maya Angelou	12.92	TRUE	TRUE	TRUE	"[u'African Americans - General & Miscellaneous', u'African American Biography & Memoir', u'United States Studies', u'American Fiction', u'Peoples & Cultures - Fiction', u'Family - Assorted Topics', u'Teens - Biography', u'Social Sciences - General & Miscellaneous', u""Women's Biography"", u""Teens - Women's Studies"", u'US & Canadian Literary Biography', u""Women's Biography"", u""Literary Figures - Women's Biography"", u'African American Biography']"	Random House Publishing Group	4/21/09	304	479	4
A Midwinter's Tail: A Magical Cats Mystery	Sofie Kelly	7.99	TRUE	FALSE	FALSE	[u'Mystery & Crime']	Signet	10/7/14	336	10	4
"An Astronaut's Guide to Life on Earth: What Going to Space Taught Me About Ingenuity, Determination, and Being Prepared for Anything"	Chris Hadfield	19.32	TRUE	TRUE	TRUE	"[u'Scientists - Biography', u'Personal Growth', u'Scientists - Biography', u'Astronomy', u'Astronomy', u'Scientists, Inventors, & Naturalists']"	"Little, Brown and Company"	10/29/13	304	12	4.5
The One & Only (Signed Book)	Emily Giffin	16.52	TRUE	TRUE	TRUE	[u'Fiction Subjects']	Random House Publishing Group	5/20/14	432	218	3
Bringing Home the Birkin: My Life in Hot Pursuit of the World's Most Coveted Handbag	Michael Tonello	9.48	TRUE	TRUE	FALSE	"[u'E-Commerce', u'Small Business', u'Home Computer User & Beginner', u'Web Directories & Guides', u'Business Biography', u'Collectible Jewelry and Accessories', u'Fashion & Costume - History']"	HarperCollins Publishers	7/21/09	272	48	4
They Cage the Animals at Night	Jennings Michael Burch	7.99	TRUE	TRUE	FALSE	"[u'Family - Assorted Topics', u'Americans - Regional Biography', u'Psychology - Theory, History & Research', u'Family Memoirs - Biography']"	Penguin Group (USA) Incorporated	10/28/85	304	155	5
Killing Patton: The Strange Death of World War II's Most Audacious General	Bill O'Reilly	18.54	TRUE	TRUE	TRUE	"[u'U.S. Armed Forces - Biography', u'United States History - 20th Century - Wars & Conflict', u'United States Armed Forces', u'World War II']"	"Holt, Henry & Company, Inc."	9/23/14	368	195	4
Beautiful Boy: A Father's Journey Through His Son's Addiction	David Sheff	8.65	TRUE	TRUE	TRUE	"[u'Family Issues', u'Family - Assorted Topics', u'Divorce', u'Family Memoirs - Biography', u'Teenagers', u'Patient Narratives', u'Addiction & Recovery']"	Houghton Mifflin Harcourt	1/6/09	336	300	4.5
Winter Street	Elin Hilderbrand	16.25	TRUE	TRUE	TRUE	[u'Fiction Subjects']	"Little, Brown and Company"	10/14/14	256	5	3
Accident (Signed Book)	Chris Pavone	16.66	TRUE	TRUE	TRUE	[u'Fiction Subjects']	Crown Publishing Group	3/11/14	400	18	3.5
"Finding Me: A Decade of Darkness, a Life Reclaimed: A Memoir of the Cleveland Kidnappings"	Michelle Knight	16.44	TRUE	TRUE	TRUE	"[u'Legal Figures, Law Enforcers, & Criminals', u""Women's Biography"", u""Women's Biography"", u'True Crime']"	Weinstein Publishing	5/6/14	280	144	4.5
Beautiful Boy: A Father's Journey Through His Son's Addiction	David Sheff	8.65	TRUE	TRUE	TRUE	"[u'Family Issues', u'Family - Assorted Topics', u'Divorce', u'Family Memoirs - Biography', u'Teenagers', u'Patient Narratives', u'Addiction & Recovery']"	Houghton Mifflin Harcourt	1/6/09	336	300	4.5
The Trial and Death of Socrates: Four Dialogues	Plato	2.7	TRUE	TRUE	TRUE	"[u'Historical Biography - Ancient Era', u'Platonism', u'Courts & Trial Practice', u'Greece - Ancient History', u'Ancient Greek Philosophy']"	Dover Publications	2/5/92	128	16	3
Brunette Ambition	Lea Michele	15.81	TRUE	TRUE	TRUE	"[u'Entertainment Biography', u'Personal Growth', u'Television Biography']"	Crown Publishing Group	5/20/14	208	16	4.5
Mastering the Rockefeller Habits: What You Must Do to Increase the Value of Your Fast-Growth Firm	Verne Harnish	17.32	TRUE	TRUE	FALSE	"[u'Business Life & Skills', u'Education - General & Miscellaneous', u'General & Miscellaneous Biography', u'Personal Growth', u'Organizational Behavior', u'Business - General & Miscellaneous', u'Business Biography', u'Management & Leadership']"	Gazelles Publishing	3/1/11	176	6	5
Dragonfly in Amber (Outlander Series #2)	Diana Gabaldon	9.99	TRUE	TRUE	TRUE	"[u'Romance', u'Fiction Subjects']"	Random House Publishing Group	11/28/93	976	1589	4.5
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics	Daniel James Brown	10.49	TRUE	TRUE	TRUE	"[u'Sports & Adventure Biography', u'Sports & Adventure Biography', u'Olympics & Olympic Sports', u'Water Sports']"	Viking Penguin	5/27/14	416	168	4.5
Voyager (Outlander Series #3)	Diana Gabaldon	9.99	TRUE	TRUE	TRUE	[u'Romance']	Random House Publishing Group	10/28/94	1104	1292	4.5
"A Child Called ""It"": One Child's Courage to Survive"	Dave Pelzer	8.34	TRUE	TRUE	TRUE	"[u'Legal Figures, Law Enforcers, & Criminals', u'Emotional Healing', u'Family Memoirs - Biography', u'Patient Narratives']"	"Health Communications, Incorporated"	9/1/95	200	3178	4.5
Being Mortal: Medicine and What Matters in the End	Atul Gawande	18.67	TRUE	TRUE	TRUE	"[u'Health', u'Nursing', u'Social Sciences - General & Miscellaneous', u'Clinical Medicine']"	"Holt, Henry & Company, Inc."	10/7/14	304	3	4.5
Dark Places	Gillian Flynn	8.56	TRUE	TRUE	TRUE	"[u'Mystery & Crime', u'Fiction Subjects']"	Crown Publishing Group	5/4/10	368	840	4
The Last Lecture	Randy Pausch	15.17	TRUE	TRUE	TRUE	"[u'Emotional Healing', u'Personal Growth', u'Patient Narratives']"	Hyperion	4/8/08	224	870	4.5
"The Man Who Loved Books Too Much: The True Story of a Thief, a Detective, and a World of Literary Obsession"	Allison Hoover Bartlett	12.2	TRUE	TRUE	TRUE	"[u'Paper Collectibles', u'Artists, Architects & Photographers - Biography', u'Literary Biography']"	Penguin Group (USA) Incorporated	10/5/10	288	84	3.5
Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time	Dava Sobel	8.91	TRUE	TRUE	TRUE	"[u'Social & Cultural Aspects of Technology', u'Scientists - Biography', u'Science - Applied', u'Applied Science', u'General & Miscellaneous Transportation', u'Physics', u'Social & Cultural Aspects of Technology', u'Exploration & Discovery', u'Scientists - Biography', u'Physics', u'Scientists, Inventors, & Naturalists']"	Walker & Company	10/30/07	208	106	4
Decisiones difciles (Hard Choices)	Hillary Rodham Clinton	16.28	TRUE	FALSE	FALSE	"[u'Executive Branch', u'U.S. Politics in the Post Cold-War Era', u'United States History - 20th Century - 1945 to 2000', u'U.S. - Political Biography']"	Simon & Schuster	6/24/14	688	12	4.5
Before Amen: The Power of a Simple Prayer	Max Lucado	13.21	TRUE	TRUE	TRUE	"[u'Religious Inspiration', u'General & Miscellaneous Religion', u'General Christianity', u'Rituals & Practices, Religious', u'Christian Life']"	"Nelson, Thomas, Inc."	9/30/14	192	11	4.5
Agents of the Apocalypse: A Riveting Look at the Key Players of the End Times	David Jeremiah	19.99	TRUE	TRUE	TRUE	"[u'Religious Inspiration', u'Bibles & Bible Studies', u'Theology, Christian', u'Christian Life']"	Tyndale House Publishers	10/7/14	304	8	4
"Rebel Yell: The Violence, Passion, and Redemption of Stonewall Jackson"	S. C. Gwynne	23.83	TRUE	TRUE	TRUE	"[u'United States History - 19th Century - Civil War', u'United States History - 19th Century - General & Miscellaneous', u'U.S. Armed Forces - Biography', u'Historical Biography - United States']"	Scribner	9/30/14	688	6	3.5
Scalia: A Court of One	Bruce Allen Murphy	23.02	TRUE	TRUE	FALSE	"[u'Legal Figures, Law Enforcers, & Criminals', u'U.S. - Political Biography', u'Supreme Court', u'Judicial Branch']"	Simon & Schuster	6/10/14	656	3	5
Shots Fired: Stories from Joe Pickett Country (Signed Book)	C. J. Box	18.86	TRUE	TRUE	FALSE	"[u'Mystery & Crime', u'Fiction Subjects']"	Penguin Group (USA)	7/15/14	288	37	4.5
Looking for Alaska	John Green	9.99	TRUE	TRUE	TRUE	[u'Teen Fiction']	Penguin Young Readers Group	12/28/06	256	1708	4.5
"Foxfire 5: Ironmaking, Blacksmithing, Flintlock Rifles, Bear Hunting, and Other Affairs of Plain Living (Foxfire Series)"	"Foxfire Fund, Inc."	13.19	FALSE	TRUE	FALSE	"[u'General & Miscellaneous Crafts & Hobbies', u'Americans - Regional Biography', u'Art Styles & Periods', u'Hunting & Fishing', u'Art of the Americas', u'Outdoor & Adventure Sports', u'United States Studies', u'Glass & Metal Work']"	Knopf Doubleday Publishing Group	6/28/79	512	4	4
If I Stay	Gayle Forman	7.04	TRUE	TRUE	TRUE	[u'Teen Fiction']	Penguin Young Readers Group	4/6/10	320	1829	4
Flyboys: A True Story of Courage	James Bradley	11.39	TRUE	TRUE	TRUE	"[u'General & Miscellaneous Law', u'Japanese History', u'United States History - 20th Century - Wars & Conflict', u'Military Biography', u'General & Miscellaneous Military History', u'United States Armed Forces', u'World War II', u'Aviation', u'Aviation - Military']"	"Little, Brown and Company"	9/28/04	464	361	4
A Million Little Pieces	James Frey	10.9	TRUE	TRUE	TRUE	"[u'True Crime', u'Patient Narratives', u'Addiction & Recovery']"	Knopf Doubleday Publishing Group	9/22/05	448	1024	4
Never Turn Your Back on an Angus Cow: My Life as a Country Vet	Dr. Jan Pol	18.11	TRUE	TRUE	FALSE	"[u'Pets', u'Veterinary Medicine', u'Medical Figures']"	Gotham	8/14/14	288	8	4.5
Operation Paperclip: The Secret Intelligence Program that Brought Nazi Scientists to America	Annie Jacobsen	20.7	TRUE	TRUE	TRUE	"[u'Scientists - Biography', u'Science - General & Miscellaneous', u'United States History - 20th Century - 1945 to 2000', u'History & Philosophy of Science', u'Scientists - Biography', u'World War II', u'Scientists, Inventors, & Naturalists']"	"Little, Brown and Company"	2/11/14	592	9	4
Hunger of Memory: The Education of Richard Rodriguez	Richard Rodriguez	7.99	TRUE	TRUE	FALSE	"[u'Americans - Regional Biography', u'Teens - Biography', u'Education - General & Miscellaneous', u'Mexicans & Mexican Americans', u'Education - Social & Political Aspects', u'Public Affairs & Policies', u'World Literature', u'Labor & Politics', u'Latinos/Hispanics - Biography', u'Literary Biography']"	Random House Publishing Group	1/28/83	224	29	3
"The Innovators: How a Group of Hackers, Geniuses, and Geeks Created the Digital Revolution"	Walter Isaacson	21.21	TRUE	TRUE	TRUE	"[u'Scientists - Biography', u'Computer Business & Culture', u'Electrical & Electronic Engineering', u'Scientists - Biography', u'Technology Industries', u'Electrical & Electronic Engineering', u'Scientists, Inventors, & Naturalists']"	Simon & Schuster	10/7/14	560	8	2.5
A Million Little Pieces	James Frey	10.9	TRUE	TRUE	TRUE	"[u'True Crime', u'Patient Narratives', u'Addiction & Recovery']"	Knopf Doubleday Publishing Group	9/22/05	448	1024	4
Into the Wild	Jon Krakauer	10.94	TRUE	TRUE	TRUE	"[u'Sports & Adventure Biography', u'Nature', u'Americans - Regional Biography', u'Teens - Biography', u'Outdoor & Adventure Sports', u'Science Reference', u'Travel - General & Miscellaneous', u'Teens - Sports', u'Sports & Adventure Biography', u'Nature - General']"	Knopf Doubleday Publishing Group	2/1/97	224	849	4
Into the Wild	Jon Krakauer	10.94	TRUE	TRUE	TRUE	"[u'Sports & Adventure Biography', u'Nature', u'Americans - Regional Biography', u'Teens - Biography', u'Outdoor & Adventure Sports', u'Science Reference', u'Travel - General & Miscellaneous', u'Teens - Sports', u'Sports & Adventure Biography', u'Nature - General']"	Knopf Doubleday Publishing Group	2/1/97	224	849	4
Into the Wild	Jon Krakauer	10.94	TRUE	TRUE	TRUE	"[u'Sports & Adventure Biography', u'Nature', u'Americans - Regional Biography', u'Teens - Biography', u'Outdoor & Adventure Sports', u'Science Reference', u'Travel - General & Miscellaneous', u'Teens - Sports', u'Sports & Adventure Biography', u'Nature - General']"	Knopf Doubleday Publishing Group	2/1/97	224	849	4
Fifty Shades of Grey (Fifty Shades Trilogy #1)	E L James	9.96	TRUE	TRUE	TRUE	[u'Romance']	Knopf Doubleday Publishing Group	4/3/12	514	13887	4
Warriors Don't Cry: A Searing Memoir of the Battle to Integrate Little Rock's Central High	Melba Pattillo Beals	12.08	FALSE	TRUE	TRUE	"[u'Education - History', u'Teens - Biography', u'African American Biography & Memoir', u'Education - General & Miscellaneous', u'Children - Social Studies', u""Teens - Women's Studies"", u'Peoples & Cultures', u'Teens - Civil & Human Rights', u'Teens - Hot Issues', u'Teens - Social Sciences - General & Miscellaneous', u'Teens - United States History', u'African American Biography']"	Washington Square Press	2/1/95	336	19	4.5
Warriors Don't Cry: A Searing Memoir of the Battle to Integrate Little Rock's Central High	Melba Pattillo Beals	12.08	FALSE	TRUE	TRUE	"[u'Education - History', u'Teens - Biography', u'African American Biography & Memoir', u'Education - General & Miscellaneous', u'Children - Social Studies', u""Teens - Women's Studies"", u'Peoples & Cultures', u'Teens - Civil & Human Rights', u'Teens - Hot Issues', u'Teens - Social Sciences - General & Miscellaneous', u'Teens - United States History', u'African American Biography']"	Washington Square Press	2/1/95	336	19	4.5
Saving Simon: How a Rescue Donkey Taught Me the Meaning of Compassion	Jon Katz	15.54	TRUE	TRUE	FALSE	"[u'Animals - General', u'Pets', u'Nature', u'Agricultural Sciences', u'General & Miscellaneous Biography', u'Agricultural Sciences', u'Mammals']"	Random House Publishing Group	10/7/14	224	2	4.5
The Lightning Thief (Percy Jackson and the Olympians Series #1)	Rick Riordan	7.99	TRUE	TRUE	TRUE	"[u'Legends, Myths & Fables', u'Children - Fiction & Literature']"	Disney-Hyperion	4/1/06	377	10598	4.5
Neil Patrick Harris: Choose Your Own Autobiography	Neil Patrick Harris	15.99	TRUE	TRUE	TRUE	"[u'Entertainment Biography', u'Gay & Lesbian Studies', u'Gay & Lesbian Biographies']"	Crown Publishing Group	10/14/14	304	8	4.5
Forever Girl (Signed Book)	Alexander McCall Smith	18.6	TRUE	TRUE	FALSE	"[u'Mystery & Crime', u'Fiction Subjects']"	Knopf Publishing Group	2/11/14	288	14	4.5
Neil Patrick Harris: Choose Your Own Autobiography	Neil Patrick Harris	15.99	TRUE	TRUE	TRUE	"[u'Entertainment Biography', u'Gay & Lesbian Studies', u'Gay & Lesbian Biographies']"	Crown Publishing Group	10/14/14	304	8	4.5
Travels With Casey	Benoit Denizet-Lewis	19.74	TRUE	TRUE	FALSE	"[u'Pets', u'Family Memoirs - Biography', u'Dogs']"	Simon & Schuster	7/22/14	352	7	4
Four: A Divergent Collection	Veronica Roth	10.61	TRUE	TRUE	TRUE	[u'Teen Fiction']	HarperCollins Publishers	7/8/14	304	77	4.5
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!	JJ Smith	10.12	TRUE	FALSE	FALSE	"[u'Health', u'Diet & Nutrition', u'Wine & Beverages']"	Atria Books	7/15/14	192	27	4.5
Deadline (Virgil Flowers Series #8)	John Sandford	20.68	TRUE	TRUE	TRUE	[u'Mystery & Crime']	Penguin Group (USA)	10/7/14	400	21	4
Can't We Talk about Something More Pleasant?: A Memoir	Roz Chast	18.15	TRUE	TRUE	FALSE	"[u'Humor', u'Family - Assorted Topics', u'Family Memoirs - Biography', u'Aging & Eldercare', u'Comics & Graphic Novels']"	Bloomsbury USA	5/6/14	240	12	4.5
Roughing It	Mark Twain	6.95	TRUE	TRUE	TRUE	"[u'Americas - Travel Essays & Descriptions', u'U.S. Travel - General & Regional', u'Travel Essays & Descriptions', u'Fiction & Literature Classics', u'US & Canadian Literary Biography', u'American Fiction', u'World Literature']"	Penguin Group (USA) Incorporated	11/4/08	480	81	3.5
The Invention of Wings: A Novel	Sue Monk Kidd	17.12	TRUE	TRUE	TRUE	[u'Fiction Subjects']	Viking Adult	1/7/14	384	507	4
Complete Writings	Phillis Wheatley	12.51	TRUE	FALSE	FALSE	"[u'Poetry', u'Letters', u""Women's Biography"", u'Fiction & Literature Classics', u""Women's Biography""]"	Penguin Group (USA) Incorporated	2/28/01	272	2	5
Killing Kennedy: The End of Camelot	Bill O'Reilly	18.37	TRUE	TRUE	TRUE	"[u'Executive Branch', u'United States History - 20th Century - 1945 to 2000', u'U.S. - Political Biography', u'True Crime']"	"Holt, Henry & Company, Inc."	10/2/12	336	810	4
Sharp Objects	Gillian Flynn	8.49	TRUE	TRUE	TRUE	[u'Fiction Subjects']	Crown Publishing Group	7/31/07	272	678	4
"Girl, Interrupted"	Susanna Kaysen	10.22	TRUE	TRUE	FALSE	"[u'Teens - Biography', u""Teens - Women's Studies"", u'Patient Narratives']"	Knopf Doubleday Publishing Group	4/28/94	192	179	4.5
The Blood of an Englishman (Agatha Raisin Series #25)	M. C. Beaton	18.8	TRUE	TRUE	TRUE	[u'Mystery & Crime']	St. Martin's Press	9/16/14	304	5	4
Mindset: The New Psychology of Success	Carol Dweck	9.73	TRUE	TRUE	TRUE	[u'Personal Growth']	Random House Publishing Group	12/26/07	288	77	4
Van Gogh: The Life	Steven Naifeh	8.98	TRUE	TRUE	FALSE	"[u'General & Miscellaneous Art', u'Art Styles & Periods', u'Artists, Architects & Photographers - Biography', u'European Art']"	Random House Publishing Group	10/18/11	976	31	4
Heaven Is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back	Todd Burpo	9.66	TRUE	FALSE	TRUE	"[u'General & Miscellaneous Religion', u'General Christianity', u'Parapsychology', u'Christian Biography']"	"Nelson, Thomas, Inc."	11/2/10	163	9180	4.5
Lisette's List (Signed Book)	Susan Vreeland	19.92	TRUE	TRUE	TRUE	"[u'Romance', u'Fiction Subjects', u'Peoples & Cultures - Fiction']"	Random House Publishing Group	8/26/14	432	2	4
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics	Daniel James Brown	10.49	TRUE	TRUE	TRUE	"[u'Sports & Adventure Biography', u'Sports & Adventure Biography', u'Olympics & Olympic Sports', u'Water Sports']"	Viking Penguin	5/27/14	416	168	4.5
A Passion to Lead: Theodore Roosevelt in His Own Words	Laura Ross (Editor)	29.95	TRUE	TRUE	FALSE	"[u'United States History - 20th Century - 1901 to 1945', u'United States History - 19th Century - General & Miscellaneous', u'Executive Branch', u'Quotations & Speeches', u'U.S. - Political Biography']"	Sterling	5/1/12	372	2	4
What I Know For Sure	Oprah Winfrey	19.08	TRUE	TRUE	TRUE	"[u'Entertainment Biography', u""Women's Biography"", u""Women's Biography"", u'Television', u'Inspiration', u'Television Biography']"	Flatiron Books	9/2/14	240	14	4.5
What I Know For Sure	Oprah Winfrey	19.08	TRUE	TRUE	TRUE	"[u'Entertainment Biography', u""Women's Biography"", u""Women's Biography"", u'Television', u'Inspiration', u'Television Biography']"	Flatiron Books	9/2/14	240	14	4.5
Can't We Talk about Something More Pleasant?: A Memoir	Roz Chast	18.15	TRUE	TRUE	FALSE	"[u'Humor', u'Family - Assorted Topics', u'Family Memoirs - Biography', u'Aging & Eldercare', u'Comics & Graphic Novels']"	Bloomsbury USA	5/6/14	240	12	4.5
The Boy Who Harnessed the Wind: Creating Currents of Electricity and Hope	William Kamkwamba	12.27	TRUE	TRUE	FALSE	"[u'Building Types - Architecture', u'Family Memoirs - Biography', u'Hydraulic Engineering', u'Southern African History', u'Hydraulic Engineering', u'Scientists, Inventors, & Naturalists']"	HarperCollins Publishers	7/27/10	290	175	4.5
The King's Curse (Signed Book)	Philippa Gregory	20.71	TRUE	TRUE	TRUE	[u'Fiction Subjects']	Touchstone	9/9/14	688	22	4
The Boy Who Harnessed the Wind: Creating Currents of Electricity and Hope	William Kamkwamba	12.27	TRUE	TRUE	FALSE	"[u'Building Types - Architecture', u'Family Memoirs - Biography', u'Hydraulic Engineering', u'Southern African History', u'Hydraulic Engineering', u'Scientists, Inventors, & Naturalists']"	HarperCollins Publishers	7/27/10	290	175	4.5
Looking for Alaska	John Green	9.99	TRUE	TRUE	TRUE	[u'Teen Fiction']	Penguin Young Readers Group	12/28/06	256	1708	4.5
Aimless Love: New and Selected Poems	Billy Collins	12.45	TRUE	TRUE	FALSE	"[u'Poetry', u'American Poetry (3)']"	Random House Publishing Group	10/21/14	288	10	4.5
Outlander (Outlander Series #1)	Diana Gabaldon	12.59	TRUE	TRUE	TRUE	[u'Romance']	Random House Publishing Group	8/7/01	672	4138	4.5
"Handbook for an Unpredictable Life: How I Survived Sister Renata and My Crazy Mother, and Still Came Out Smiling (with Great Hair)"	Rosie Perez	20.15	TRUE	TRUE	TRUE	"[u'Film Biographies & Interviews', u'Puerto Ricans', u'Entertainment Biography', u""Women's Biography"", u'United States Studies', u'Ethnic & Minority Studies - United States', u""Women's Biography"", u'Latinos/Hispanics - Biography']"	Crown Publishing Group	2/25/14	336	22	4.5
The City (Signed Book)	Dean Koontz	21.42	TRUE	TRUE	TRUE	[u'Fiction Subjects']	Bantam Books	7/1/14	352	74	4
"Savage Harvest: A Tale of Cannibals, Colonialism, and Michael Rockefeller's Tragic Quest for Primitive Art"	Carl Hoffman	16.55	TRUE	TRUE	TRUE	"[u'Australia & Oceania - Travel', u'General & Miscellaneous Biography', u'Anthropology', u'Family Memoirs - Biography', u'General & Miscellaneous World History', u'Australasia & Oceania - Travel Essays & Descriptions']"	HarperCollins Publishers	3/18/14	336	8	4
I Know Why the Caged Bird Sings	Maya Angelou	17.27	TRUE	TRUE	TRUE	"[u'African Americans - General & Miscellaneous', u'African American Biography & Memoir', u'United States Studies', u'American Fiction', u'Peoples & Cultures - Fiction', u'Family - Assorted Topics', u'Teens - Biography', u'Social Sciences - General & Miscellaneous', u""Women's Biography"", u""Teens - Women's Studies"", u'US & Canadian Literary Biography', u""Women's Biography"", u""Literary Figures - Women's Biography"", u'African American Biography']"	Random House Publishing Group	3/28/02	288	479	4
"Delivering Happiness: A Path to Profits, Passion, and Purpose"	Tony Hsieh	15.59	TRUE	TRUE	TRUE	"[u'E-Commerce', u'Small Business', u'Organizational Behavior', u'Consumer Industries', u'Business Biography', u'Industry Profiles - Management']"	Grand Central Publishing	6/7/10	253	172	4
